tid,tags,EN,oldEN
TID_TUTORIAL_REWARD_SCREEN_1,,Great work!\nTo the victor go the spoils!,Great work!\nTo the victor go the spoils!
TID_TUTORIAL_REWARD_SCREEN_2,,(Who´s Victor?),(Who´s Victor?)
TID_TUTORIAL_REWARD_SCREEN_3,,"This is what we… ehm, acquired, from the level.","This is what we… ehm, acquired, from the level."
TID_TUTORIAL_EXPLAIN_SUMMARY_1,,Here´s a summary of everything we gained.,Here´s a summary of everything we gained.
TID_TUTORIAL_EXPLAIN_SUMMARY_2,,"If you´re unsure what something is, just tap it!","If you´re unsure what something is, just tap it!"
TID_TUTORIAL_ALL_RESERVES_EMPTY_1,,Our reserves are empty!,Our reserves are empty!
TID_TUTORIAL_ALL_RESERVES_EMPTY_2,,No more units will come into play.,No more units will come into play.
TID_TUTORIAL_ALL_RESERVES_EMPTY_3,,We´ll lose if we run out of units.,We´ll lose if we run out of units.
TID_TUTORIAL_SPELLS_1,,Hey! Looks like we can use my favorite Spell!,Hey! Looks like we can use my favorite Spell!
TID_TUTORIAL_SPELLS_2,,Tap on the Spell button.,Tap on the Spell button.
TID_TUTORIAL_SPELLS_3,,Use the spell by tapping on the highlighted board.,Use the spell by tapping on the highlighted board.
TID_TUTORIAL_SPELLS_4,,Great! I love the fireworks!,Great! I love the fireworks!
TID_TUTORIAL_SPELLS_5,,Spells can only be used a limited number of times per battle.,Spells can only be used a limited number of times per battle.
TID_TUTORIAL_SPELLS_6,,Go get em!,Go get em!
TID_TUTORIAL_UPGRADE_CARD_1,,Looks like we have enough Gold and Elixir for an upgrade!,Looks like we have enough Gold and Elixir for an upgrade!
TID_TUTORIAL_UPGRADE_CARD_2,,"First, tap the Crew tab.","First, tap the Crew tab."
TID_TUTORIAL_UPGRADE_CARD_3,,"On this page you can see all your Troops, Spells and Tactics.","On this page you can see all your Troops, Spells and Tactics."
TID_TUTORIAL_UPGRADE_CARD_4,,Tap the unit you can upgrade.,Tap the unit you can upgrade.
TID_TUTORIAL_UPGRADE_CARD_5,,"Here you can see the unit's stats, items and what it costs to upgrade.","Here you can see the unit's stats, items and what it costs to upgrade."
TID_TUTORIAL_UPGRADE_CARD_6,,Tap on the Upgrade button.,Tap on the Upgrade button.
TID_TUTORIAL_UPGRADE_CARD_7,,Upgrading units makes them stronger.,Upgrading units makes them stronger.
TID_TUTORIAL_UPGRADE_CARD_8,,"With stronger units, we´re able to win harder battles.","With stronger units, we´re able to win harder battles."
TID_TUTORIAL_UPGRADE_CARD_9,,"Also earlier battles will become easier, if you'd wish to replay them.","Also earlier battles will become easier, if you'd wish to replay them."
TID_TUTORIAL_HOLD_1,,Hey! Just a quick note.,Hey! Just a quick note.
TID_TUTORIAL_HOLD_2,,Press and hold on a unit to preview its attack,Press and hold on a unit to preview its attack
TID_TUTORIAL_HOLD_3,,This works on enemies too! Good luck!,This works on enemies too! Good luck!
TID_TUTORIAL_REMINDER_HOLD_1,,Quick reminder about previewing.,Quick reminder about previewing.
TID_TUTORIAL_REMINDER_HOLD_2,,Press and hold on a unit to preview its attack,Press and hold on a unit to preview its attack
TID_TUTORIAL_REMINDER_HOLD_3,,All the cool people use preview!,All the cool people use preview!
TID_TUTORIAL_NODE_REWARD_1,,Looks like this chest unlocks when we get all the stars from an Island!,Looks like this chest unlocks when we get all the stars from an Island!
TID_TUTORIAL_NODE_REWARD_2,,Tap on the Chest to reveal the rewards inside!,Tap on the Chest to reveal the rewards inside!
TID_TUTORIAL_INTRODUCE_TROOPS_1,,Salutations!\nWe haven´t been properly introduced yet!,Salutations!\nWe haven´t been properly introduced yet!
TID_TUTORIAL_INTRODUCE_TROOPS_2,,"You can address me by my royal title, Prince.","You can address me by my royal title, Prince."
TID_TUTORIAL_INTRODUCE_TROOPS_3,,These are my subjects...,These are my subjects...
TID_TUTORIAL_INTRODUCE_TROOPS_4,,HEY!\nGet off your high horse!,HEY!\nGet off your high horse!
TID_TUTORIAL_INTRODUCE_TROOPS_5,,"While adventuring, we´re all equal!","While adventuring, we´re all equal!"
TID_TUTORIAL_INTRODUCE_TROOPS_6,,"Yes, yes, sure. Anyway…","Yes, yes, sure. Anyway…"
TID_TUTORIAL_INTRODUCE_TROOPS_7,,First we have the Barbarian...,First we have the Barbarian...
TID_TUTORIAL_INTRODUCE_TROOPS_8,,"Simple enough, he´ll run to the nearest enemy and hit them.","Simple enough, he´ll run to the nearest enemy and hit them."
TID_TUTORIAL_INTRODUCE_TROOPS_9,,"Then there´s me, the Prince. In my shining armor of course.","Then there´s me, the Prince. In my shining armor of course."
TID_TUTORIAL_INTRODUCE_TROOPS_10,,"I do more damage, but this stubborn horse only goes forward!","I do more damage, but this stubborn horse only goes forward!"
TID_TUTORIAL_INTRODUCE_TROOPS_11,,(You never ask me to turn… And what did she mean by \qhigh horse\q?),(You never ask me to turn… And what did she mean by \qhigh horse\q?)
TID_TUTORIAL_INTRODUCE_TROOPS_12,,Did you hear something?\n\nMoving on…,Did you hear something?\n\nMoving on…
TID_TUTORIAL_INTRODUCE_TROOPS_13,,"On the ranged side, here´s the Archer.","On the ranged side, here´s the Archer."
TID_TUTORIAL_INTRODUCE_TROOPS_14,,She´ll shoot over walls at the nearest enemies. Never misses.,She´ll shoot over walls at the nearest enemies. Never misses.
TID_TUTORIAL_INTRODUCE_TROOPS_15,,"And finally, the fiery Wizard!","And finally, the fiery Wizard!"
TID_TUTORIAL_INTRODUCE_TROOPS_16,,"His fireballs do a little less damage each, but to a much larger area!","His fireballs do a little less damage each, but to a much larger area!"
TID_TUTORIAL_INTRODUCE_TROOPS_17,,Each troop is different. It´s up to you to use them efficiently.,Each troop is different. It´s up to you to use them efficiently.
TID_TUTORIAL_INTRODUCE_TROOPS_18,,Good Luck! Ta ta!,Good Luck! Ta ta!
TID_TUTORIAL_INTRODUCE_TROOPS_19,,(You´re gonna need luck with this bunch… ),(You´re gonna need luck with this bunch… )
TID_TUTORIAL_NEXT_LEVEL_UNLOCKED_1,,Later stages are much more challenging...,Later stages are much more challenging...
TID_TUTORIAL_NEXT_LEVEL_UNLOCKED_2,,But you only need to beat the first stage to unlock the next level!,But you only need to beat the first stage to unlock the next level!
TID_TUTORIAL_NEXT_LEVEL_UNLOCKED_3,,Sometimes it´s better to move on than to get stuck.,Sometimes it´s better to move on than to get stuck.
TID_TUTORIAL_ITEM_ACTIVATION_1,,Looks like you´ve found an item for your troops!,Looks like you´ve found an item for your troops!
TID_TUTORIAL_ITEM_ACTIVATION_2,,Items add special powers to your troops´ attacks.,Items add special powers to your troops´ attacks.
TID_TUTORIAL_ITEM_ACTIVATION_3,,Most powers only activate when the group is big enough.,Most powers only activate when the group is big enough.
TID_TUTORIAL_ITEM_ACTIVATION_4,,These icons show if the item power can activate.,These icons show if the item power can activate.
TID_TUTORIAL_ONLY_SPELL_LEFT_1,,"Looks like you're out of troops, but still have a spell left.","Looks like you're out of troops, but still have a spell left."
TID_TUTORIAL_ONLY_SPELL_LEFT_2,,"Take out an enemy if you can, as you might get loot from it.","Take out an enemy if you can, as you might get loot from it."
TID_TUTORIAL_GOBLIN_KING_1,,Salutations!\nMight I inquire who you are?,Salutations!\nMight I inquire who you are?
TID_TUTORIAL_GOBLIN_KING_2,,The true\nGoblin King!\nExiled by my usurper brother!,The true\nGoblin King!\nExiled by my usurper brother!
TID_TUTORIAL_GOBLIN_KING_3,,Joke´s on him though!\nHe's still pestering villages on the continent…,Joke´s on him though!\nHe's still pestering villages on the continent…
TID_TUTORIAL_GOBLIN_KING_4,,…while I enjoy the bounty of these Islands.\nNow fetch me lunch!,…while I enjoy the bounty of these Islands.\nNow fetch me lunch!
TID_TUTORIAL_GOBLIN_KING_5,,Lunch? You're asking us to get you lunch?\nHow about you eat lance!,Lunch? You're asking us to get you lunch?\nHow about you eat lance!
TID_TUTORIAL_GOBLIN_KING_6,,(Oh boy… here we go again!),(Oh boy… here we go again!)
TID_TUTORIAL_GOBLIN_KING_2_1,,Geez… another brother?,Geez… another brother?
TID_TUTORIAL_GOBLIN_KING_2_2,,Hah! No!\nIt takes more than that to defeat me!,Hah! No!\nIt takes more than that to defeat me!
TID_TUTORIAL_GOBLIN_KING_2_3,,Special Elixir of these Islands makes me powerful and—,Special Elixir of these Islands makes me powerful and—
TID_TUTORIAL_GOBLIN_KING_2_4,,Whatever! Let´s fight!,Whatever! Let´s fight!
TID_TUTORIAL_WASTED_FIREBALL_1,,Hey! I noticed that you haven´t used the Fireball spell to it´s full potential.,Hey! I noticed that you haven´t used the Fireball spell to it´s full potential.
TID_TUTORIAL_WASTED_FIREBALL_2,,It´s often a good idea to use it early and on clumps of enemies!,It´s often a good idea to use it early and on clumps of enemies!
TID_TUTORIAL_CHALLENGE_MODE_1,,Welcome to the League!\nTest your mettle in an endless battle!,Welcome to the League!\nTest your mettle in an endless battle!
TID_TUTORIAL_CHALLENGE_MODE_2,,Each Stage you clear rewards you with a Trophy and a Chest.,Each Stage you clear rewards you with a Trophy and a Chest.
TID_TUTORIAL_CHALLENGE_MODE_3,,You fight on until you run out of Troops and Spells.,You fight on until you run out of Troops and Spells.
TID_TUTORIAL_CHALLENGE_MODE_4,,There´s also Special Buildings! Destroy these to fill your reserves.,There´s also Special Buildings! Destroy these to fill your reserves.
TID_TUTORIAL_CHALLENGE_MODE_5,,Get the trophies and rise to the glorious top!,Get the trophies and rise to the glorious top!
TID_TUTORIAL_LAVA_GOLEM_1_1,,That thing is huge! The arms look like they might come off.,That thing is huge! The arms look like they might come off.
TID_TUTORIAL_LAVA_GOLEM_1_2,,"If we want to take it down, we need to focus on the body.","If we want to take it down, we need to focus on the body."
TID_TUTORIAL_LAVA_GOLEM_2_1,,There´s that hunk of lava rock again.,There´s that hunk of lava rock again.
TID_TUTORIAL_LAVA_GOLEM_2_2,,It won´t escape this time!,It won´t escape this time!
TID_TUTORIAL_PAPA_DRAGON_1_1,,Hey! Get down here and taste my lance!,Hey! Get down here and taste my lance!
TID_TUTORIAL_PAPA_DRAGON_1_2,,(What´s with him and the lance eating?),(What´s with him and the lance eating?)
TID_TUTORIAL_PAPA_DRAGON_1_3,,"You better wait for it to land before you go charging in, Prince.","You better wait for it to land before you go charging in, Prince."
TID_TUTORIAL_PAPA_DRAGON_2_1,,"Hmm... Don´t Baby Dragons grow up to be, you know, Dragons?","Hmm... Don´t Baby Dragons grow up to be, you know, Dragons?"
TID_TUTORIAL_PAPA_DRAGON_2_2,,"Actually, I think it´s cute! It´s almost a shame to defeat it. Almost.","Actually, I think it´s cute! It´s almost a shame to defeat it. Almost."
TID_TUTORIAL_FREE_STUFF_IN_SHOP_1,,Hey! There´s some free stuff in the Shop!,Hey! There´s some free stuff in the Shop!
TID_TUTORIAL_FREE_STUFF_IN_SHOP_2,,Tap on the Shop tab.,Tap on the Shop tab.
TID_TUTORIAL_FREE_STUFF_IN_SHOP_3,,These are the free things currently available. Tap on one!,These are the free things currently available. Tap on one!
TID_TUTORIAL_FREE_STUFF_IN_SHOP_4,,Now tap the \qGet Free\q button!,Now tap the \qGet Free\q button!
TID_TUTORIAL_FREE_STUFF_IN_SHOP_5,,Congratulations! Doesn´t it feel great to get things for free?,Congratulations! Doesn´t it feel great to get things for free?
TID_TUTORIAL_FREE_STUFF_IN_SHOP_6,,This timer shows when there´s going to be new deals.,This timer shows when there´s going to be new deals.
TID_TUTORIAL_FREE_STUFF_IN_SHOP_7,,Some of the new deals will always be free...,Some of the new deals will always be free...
TID_TUTORIAL_FREE_STUFF_IN_SHOP_8,,...so check back often to at least claim the free deals!,...so check back often to at least claim the free deals!
TID_TUTORIAL_DUNGEON_1,,Hey! Looks like you’ve found a Compass!,Hey! Looks like you’ve found a Compass!
TID_TUTORIAL_DUNGEON_2,,With that we can navigate the underwater Dungeons.,With that we can navigate the underwater Dungeons.
TID_TUTORIAL_DUNGEON_3,,Let’s check this Dungeon out. Tap it!,Let’s check this Dungeon out. Tap it!
TID_TUTORIAL_DUNGEON_4,,Each Dungeon has 20 stages. That’s a lot…,Each Dungeon has 20 stages. That’s a lot…
TID_TUTORIAL_DUNGEON_5,,"…but each stage we complete, stays completed.","…but each stage we complete, stays completed."
TID_TUTORIAL_DUNGEON_6,,Also the damage to the enemies stays between runs.,Also the damage to the enemies stays between runs.
TID_TUTORIAL_DUNGEON_7,,Go get em!,Go get em!
TID_TUTORIAL_LEVEL_RECOMMENDATION_1,,SQUACK!,SQUACK!
TID_TUTORIAL_LEVEL_RECOMMENDATION_2,,"Hey, have you noticed that Parrot?","Hey, have you noticed that Parrot?"
TID_TUTORIAL_LEVEL_RECOMMENDATION_3,,"Yeah… it’s always circling above, watching us fight.","Yeah… it’s always circling above, watching us fight."
TID_TUTORIAL_LEVEL_RECOMMENDATION_4,,I think it want’s us to follow it! Let’s go!,I think it want’s us to follow it! Let’s go!
TID_TUTORIAL_LEVEL_RECOMMENDATION_5,,Are you sure we should trust a parrot?,Are you sure we should trust a parrot?
TID_TUTORIAL_MAGIC_ITEM_1,,Oooh!\nYou’ve found a <cC13BFF>Magic Item!</c>,Oooh!\nYou’ve found a <cC13BFF>Magic Item!</c>
TID_TUTORIAL_MAGIC_ITEM_2,,My uncle used to make these.\nWhat are they doing here?,My uncle used to make these.\nWhat are they doing here?
TID_TUTORIAL_MAGIC_ITEM_3,,Anyways… let’s check our inventory.\nTap on the bag here.,Anyways… let’s check our inventory.\nTap on the bag here.
TID_TUTORIAL_MAGIC_ITEM_4,,This is what we currently have.\nTap one to learn what it does.,This is what we currently have.\nTap one to learn what it does.
TID_TUTORIAL_MAGIC_ITEM_5,,"Once you’re done, tap outside to continue.","Once you’re done, tap outside to continue."
TID_TUTORIAL_MAGIC_ITEM_6,,The number shows how many items we have.,The number shows how many items we have.
TID_TUTORIAL_MAGIC_ITEM_7,,"Magic Items are consumed once used, but don’t worry…","Magic Items are consumed once used, but don’t worry…"
TID_TUTORIAL_MAGIC_ITEM_8,,… I’m sure we’ll find a lot more on the islands!,… I’m sure we’ll find a lot more on the islands!
TID_TUTORIAL_MAGIC_ITEM_9,,Magic Items on Magical Islands!\nI love it!\nI love Magic!,Magic Items on Magical Islands!\nI love it!\nI love Magic!
TID_TUTORIAL_MAGIC_ITEM_10,,Dude…\n\nChill…,Dude…\n\nChill…
,,,
TID_TUTORIAL_CLAN_LEAGUE_1,,"I, the Prince, bid you welcome to the Clan League!","I, the Prince, bid you welcome to the Clan League!"
TID_TUTORIAL_CLAN_LEAGUE_2,,"Allow me, a veteran of many clans, to explain how this works.","Allow me, a veteran of many clans, to explain how this works."
TID_TUTORIAL_CLAN_LEAGUE_3,,"It’s like the Daily League, but with jolly\nco-operation!","It’s like the Daily League, but with jolly\nco-operation!"
TID_TUTORIAL_CLAN_LEAGUE_4,,You and your clan mates can attack any of these targets.,You and your clan mates can attack any of these targets.
TID_TUTORIAL_CLAN_LEAGUE_5,,"For each target defeated, your clan gets Clan Points and Rewards.","For each target defeated, your clan gets Clan Points and Rewards."
TID_TUTORIAL_CLAN_LEAGUE_6,,You get one attack per day. This timer counts down to day change.,You get one attack per day. This timer counts down to day change.
TID_TUTORIAL_CLAN_LEAGUE_7,,"At the end of the day, you’ll get your cut from the Reward Boat.","At the end of the day, you’ll get your cut from the Reward Boat."
TID_TUTORIAL_CLAN_LEAGUE_8,,"You’re going to do great, but if you ever get confused…","You’re going to do great, but if you ever get confused…"
TID_TUTORIAL_CLAN_LEAGUE_9,,… You can always tap this handy information button for a reminder!,… You can always tap this handy information button for a reminder!
TID_TUTORIAL_CLAN_LEAGUE_10,,"Now, go forth to victory!\nTa ta!","Now, go forth to victory!\nTa ta!"
,,,
TID_BACK_BUTTON_PRESSED_DURING_TUTORIAL,,Please follow the tutorial!,Please follow the tutorial!
TID_NOTIFICIATION_ONE_ENERGY_RESTORED,,Энергия снова доступна!,Energy available again!
TID_NOTIFICATION_PUZZLE_ENERGY_RESTORED_ALL,,Ваша энергия переполнена! Время для битвы!,Your Energy is full! Time to battle!
TID_NOTIFICATION_ENDLESS_MODE_SEASON_CHANGE,,Начался новый Сезон Лиги,New League Season is starting
TID_NOTIFICATION_ENDLESS_MODE_DAY_CHANGE,,Начался новый День Лиги,New League Day has started
TID_NOTIFICATION_ENDLESS_MODE_DAY_NOT_YET_PLAYED,,Последний шанс поиграть сегодня в Лиге!,Last chance to play League today!
TID_NOTIFICATION_CLAN_SEASON_CHANGE,,Начался новый сезон Клановой Лиги,New Clan League Season is starting
TID_NOTIFICATION_CLAN_SEASON_DAY_CHANGE,,Начался новый День Лиги,New League Day has started
TID_NOTIFICATION_CLAN_SEASON_DAY_NOT_YET_PLAYED,,Последний шанс поиграть сегодня в Клановой Лиге!,Last chance to play Clan League today!
TID_NOTIFICATION_NEW_QUEST_AVAILABLE,,Доступен новый квест!,New side quest is available!
TID_NOTIFICATION_NEW_DEALS_IN_SHOP,,Новые предложения в магазине!,New deals available in shop!
TID_NOTIFICATION_COME_BACK_SMALL,,Ваши воины хотят битвы.,Your troops want to attack.
TID_NOTIFICATION_COME_BACK_MEDIUM,,Ваши воины хотят битвы.,Your troops want to attack.
TID_NOTIFICATION_COME_BACK_LARGE,,Ваши воины хотят битвы.,Your troops want to attack.
TID_QUEST_COMPLETED,,Квест пройден!,Side Quest completed!
TID_QUEST_EXPIRED,,Время для выполнения квеста иссякло,Side Quest expired
TID_ENERGY_SCROLL,,Квестовые Токены,Quest Tokens
TID_CHALLENGE_TOKEN,,Токены Лиги,League Tokens
TID_ENDLESS_TRIES_LEFT,,<NUM> Бесплатных Атак!,<NUM> Free Attacks!
TID_ENDLESS_TRIES_LEFT_SINGULAR,,Бесплатная Атака!,Free Attack!
TID_ENDLESS_BEST_SCORE_FOR_TODAY,,Рекорд:,Best score:
TID_ENDLESS_DAY_TIME_LEFT,,<TIME>,<TIME>
TID_ENDLESS_DAY_TIME_LEFT_GAME,,<TIME>,<TIME>
TID_ENDLESS_SEASON_TIME_LEFT,,<cF3F2C8>Сезон закончиться через</c> <TIME>,<cF3F2C8>Season ends in</c> <TIME>
TID_ENDLESS_SEASON_DAY,,<cF3F2C8>День</c> <DAY>,<cF3F2C8>Day</c> <DAY>
TID_ENDLESS_MODE_UNLOCKED_AT,,Разблокируется при собранных\n<cf3f2c8><STARS> Звездных Сундуков</c>,Unlock by collecting\n<cf3f2c8><STARS> Star Chests</c>
TID_CLANS_UNLOCKED_AT,,Разблокируется при собранных\n<cf3f2c8><STARS> Звездных Сундуков</c>,Unlock by collecting\n<cf3f2c8><STARS> Star Chests</c>
TID_CHALLENGE_STAY,,Остаются на текущем уровне Лиги,Staying on current League level
TID_CHALLENGE_MOVE_UP,,Перейдут к следующему уровню Лиги,Moving up to next League level
TID_CHALLENGE_MOVE_DOWN,,Перейдут к предыдущему уровню Лиги,Moving down to previous League level
TID_CHALLENGE_LEADERBOARD_LEGEND,,Всего ежедневных рекордов,Total of daily high scores
TID_CHALLENGE_SEASON_OVER,,Сезон закончен,Season over
TID_BUTTON_RANKING,,Ранк,Ranking
TID_LEAGUE_LEGENDARY_1,,Легендарная I,Legendary I
TID_LEAGUE_LEGENDARY_2,,Легендарная II,Legendary II
TID_LEAGUE_LEGENDARY_3,,Легендарная III,Legendary III
TID_LEAGUE_PLATINUM_1,,Платина I,Platinum I
TID_LEAGUE_PLATINUM_2,,Платина II,Platinum II
TID_LEAGUE_PLATINUM_3,,Платина III,Platinum III
TID_LEAGUE_GOLD_1,,Золото I,Gold I
TID_LEAGUE_GOLD_2,,Золото II,Gold II
TID_LEAGUE_GOLD_3,,Золото III,Gold III
TID_LEAGUE_SILVER_1,,Серебро I,Silver I
TID_LEAGUE_SILVER_2,,Серебро II,Silver II
TID_LEAGUE_SILVER_3,,Серебро III,Silver III
TID_LEAGUE_BRONZE_1,,Бронза I,Bronze I
TID_LEAGUE_BRONZE_2,,Бронза II,Bronze II
TID_LEAGUE_BRONZE_3,,Бронза III,Bronze III
TID_LEAGUE_BRONZE_4,,Бронза IV,Bronze IV
TID_LEAGUE_BRONZE_5,,Бронза V,Bronze V
TID_LEAGUE_BRONZE_6,,Бронза VI,Bronze VI
TID_LEAGUE_BRONZE_7,,Бронза VII,Bronze VII
TID_LEAGUE_BRONZE_8,,Бронза VIII,Bronze VIII
TID_LEAGUE_BRONZE_9,,Бронза IX,Bronze IX
TID_LEAGUE_BRONZE_10,,Бронза X,Bronze X
TID_LEAGUE_BRONZE_11,,Бронза XI,Bronze XI
TID_LEAGUE_BRONZE_12,,Бронза XII,Bronze XII
TID_LEAGUE_BRONZE_13,,Бронза XIII,Bronze XIII
TID_LEAGUE_BRONZE_14,,Бронза XIV,Bronze XIV
TID_LEAGUE_BRONZE_15,,Бронза XV,Bronze XV
TID_LEAGUE_BRONZE_16,,Бронза XVI,Bronze XVI
TID_FORCE_ONLINE,,"Выйдите в онлайн, чтобы продолжить играть!",Go Online to continue playing!
TID_BUILDING_FURNACE,,Печь,Furnace
TID_QQ_LOGIN_BUTTON,,QQ Login,QQ Login
TID_QQ_LOGGED_IN,,Logged in to QQ,Logged in to QQ
TID_WECHAT_LOGIN_BUTTON,,WeChat Login,WeChat Login
TID_WECHAT_NOT_INSTALLED,,You haven't installed WeChat yet,You haven't installed WeChat yet
TID_WECHAT_LOGGED_IN,,Logged in to WeChat,Logged in to WeChat
TID_WECHAT_LOGOUT_BUTTON,,Log out,Log out
TID_GUEST_LOGIN_BUTTON,,Guest Login,Guest Login
TID_TAP_UNITS_TO_ATTACK,,Нажмите на воинов для атаки!,Tap units to attack!
TID_COLLECTION_LOCKED_CARDS_HEADER,,Предстоит найти:,To be found:
TID_CARD_FOUND_AFTER_COMPLETING_MAP_NODE,,Найдите после прохождения зоны <NAME>,Found after completing <NAME>
TID_CARD_FOUND_IN_REGION_1,,Примерно находится в зоне <NAME>.,Found somewhere in <NAME> area.
TID_CARD_FOUND_IN_REGION_2,,Должно находиться в зоне <NAME>.,Rumored to be somewhere in <NAME>.
TID_CARD_FOUND_IN_REGION_3,,Где-то в зоне <NAME>...  скорее всего?,Somewhere in <NAME>… possibly?
TID_CARD_FOUND_IN_REGION_4,,Последний раз находился в зоне <NAME>.,Last seen in <NAME>.
TID_POPUP_SKIP_TUTORIAL_TITLE,,Пропустить обучение?,Skip tutorial?
TID_POPUP_SKIP_TUTORIAL_TEXT,,"Ты уверен, что хочешь пропустить эту часть обучения? \n\nТы не увидешь эту часть еще раз.",Are you sure you want to skip this part of the tutorial?\n\nYou will not see this part again.
TID_POPUP_SKIP_TUTORIAL_POSITIVE,,Пропустить,Skip
TID_PLAYER_STAT_CURRENT_SEASON,,Текущий сезон:,Current season:
TID_PLAYER_STAT_SEASON_RANK,,<RANK>. в <SEASON_NAME>,<RANK>. in <SEASON_NAME>
TID_PLAYER_STAT_SEASON_NOT_PLAYED,,Не играл,Not played
TID_PLAYER_STAT_PREVIOUS_SEASON,,Предыдущий сезон:,Previous season:
TID_PLAYER_STAT_BEST_SEASON,,Лучший сезон:,Best season:
TID_CLAN_STAT_TODAY,,Сегодня:,Today:
TID_CLAN_STAT_COMPLETED_CHALLENGES,,Пройденных Испытаний:,Completed challenges:
TID_CLAN_STAT_TOTAL_ATTACKS,,Всего атак:,Total attacks:
TID_CLAN_STAT_TOP_CONTRIBUTORS,,Топ участников:,Top members:
TID_BUTTON_CLAN_STATS_MORE,,Больше...,More...
TID_CHALLENGE_SEASON_SCORE_EXPLANATION,,"Рекорд Сезона: сумма всех рекордов дня (наибольшая стадия и кол-во защитных сооружений, уничтоженных на этой стадии).",Season Score: the total of daily high scores (the highest Stages beaten and the number of defenses destroyed on the last Stages).
TID_CHALLENGE_SCORE_EXPLANATION,,"Рекорд Дня: Наибольшая стадия и кол-во защитных сооружений, уничтоженных на этой стадии.",High Score of the Day: the highest Stage beaten and the number of defenses destroyed on the last Stage.
TID_CHALLENGE_REFILL_EXPLANATION,,Эти воины доступны только в качестве подкрепления из хижин поддержки и между стадиями.,These units are only available as refills from draft buildings and between Stages.
TID_PLAYER_STAT_DAILY_SCORES,,Дневной рекорд:,Daily high scores:
TID_PLAYER_STAT_BEST_DAILY,,Лучший дневной рекорд:,Best daily score:
TID_PLAYER_STAT_TOTAL_STAGES,,Всего стадий зачищено:,Total stages defeated:
TID_PLAYER_STAT_DAY,,День,Day
TID_YOU,,Ты,You
TID_POPUP_SURVEY_TITLE,,Помогите Сделать  Clash Quest Лучше!,Help Make Clash Quest Better!
TID_POPUP_SURVEY_TEXT,,Вы хотите принять участие в опросе? После прохождения вы получите <REWARD_GEMS> гемов.,Want to take part in a survey? Answer all the questions and finish the survey and you'll receive <REWARD_GEMS> gems.
TID_POPUP_SURVEY_ACCEPT_BUTTON,,Принять участие,Take survey
TID_POPUP_SURVEY_DECLINE_BUTTON,,Отказаться,Decline
TID_SURVEY_COMPLETED,,Спасибо за прохождение опроса!,Thanks for taking the survey!
TID_SURVEY_TITLE,,Опрос,Clash Quest Survey
TID_TENCENT_LOGIN_AGREEMENT_POPUP_TITLE,,Important notice,Important notice
TID_TENCENT_LOGIN_AGREEMENT_POPUP,,"Before using Tencent services, please carefully read <TOS>Tencent Game License and Service Agreement</TOS>, <PP>Tencent Game Privacy Protection Guidelines</PP> and <CHILDREN>Tencent Game Children Privacy Protection Guidelines</CHILDREN> and ensure that you fully understand the items and our processing rules. Meanwhile, please pay attention to items in these agreements that exempt or limit our liability, items that limit your right, appointed solution of dispute and jurisdiction clauses. Please press \qAgree\q if you have carefully read and agree with <TOS>, <PP> and <CHILDREN>.","Before using Tencent services, please carefully read <TOS>Tencent Game License and Service Agreement</TOS>, <PP>Tencent Game Privacy Protection Guidelines</PP> and <CHILDREN>Tencent Game Children Privacy Protection Guidelines</CHILDREN> and ensure that you fully understand the items and our processing rules. Meanwhile, please pay attention to items in these agreements that exempt or limit our liability, items that limit your right, appointed solution of dispute and jurisdiction clauses. Please press \qAgree\q if you have carefully read and agree with <TOS>, <PP> and <CHILDREN>."
TID_TENCENT_LOGIN_AGREEMENT_POPUP_AGREE,,Agree,Agree
TID_TENCENT_LOGIN_AGREEMENT_POPUP_REFUSE,,Refuse,Refuse
TID_TENCENT_LOGIN_AGREEMENT_POPUP_2,,"Please note that you need to carefully read and agree with\n<TOS>Tencent Game License and Service Agreement</TOS>,\n<PP>Tencent Game Privacy Protection Guidelines</PP> and\n<CHILDREN>Tencent Game Children Privacy Protection Guidelines</CHILDREN>\nbefore accessing the game.","Please note that you need to carefully read and agree with\n<TOS>Tencent Game License and Service Agreement</TOS>,\n<PP>Tencent Game Privacy Protection Guidelines</PP> and\n<CHILDREN>Tencent Game Children Privacy Protection Guidelines</CHILDREN>\nbefore accessing the game."
TID_TENCENT_LOGIN_AGREEMENT_POPUP_BACK,,Back,Back
TID_TENCENT_LOGIN_AGREEMENT_POPUP_NO,,No,No
TID_TERMS_OF_SERVICE_BUTTON_TENCENT,,Tencent Game License and Service Agreement,Tencent Game License and Service Agreement
TID_PRIVACY_POLICY_BUTTON_TENCENT,,Tencent Game Privacy Protection Guidelines,Tencent Game Privacy Protection Guidelines
TID_PARENTS_GUIDE_BUTTON_TENCENT,,Tencent Game Children Privacy Protection Guidelines,Tencent Game Children Privacy Protection Guidelines
TID_TENCENT_LOGIN_AGREEMENTS,,"I have carefully read and agree with <TOS>Tencent Game License and Service Agreement</TOS>, <PP>Tencent Game Privacy Protection Guidelines</PP> and <CHILDREN>Tencent Game Children Privacy Protection Guidelines</CHILDREN>.","I have carefully read and agree with <TOS>Tencent Game License and Service Agreement</TOS>, <PP>Tencent Game Privacy Protection Guidelines</PP> and <CHILDREN>Tencent Game Children Privacy Protection Guidelines</CHILDREN>."
